category|word|jword|jwordread|page|jpage|
2|Ritual Targeting|儀式照準 [ 儀式 照準]|ぎしきしょうじゅん|4: p.175|4: p.189 / 4A: p.223|
2|Team Leader|儀式のリーダー [ 儀式 の リーダー]|ぎしきのりーだー|4: p.175|4: p.189 / 4A: p.224|
2|Casting Ritual Spell|儀式呪文を行使する [ 儀式 呪文 を 行使 する]|ぎしきじゅもんをこうしする|4: p.175|4: p.189 / 4A: p.224|
2|Noticing Ritual Spellcasting|儀式呪文を察知する [ 儀式 呪文 を 察知 する]|ぎしきじゅもんをさっちする|4: p.175|4: p.189 / 4A: p.224|
2|Ritual Drain|儀式呪文のドレイン [ 儀式 呪文 の ドレイン]|ぎしきじゅもんのどれいん|4: p.175|4: p.190 / 4A: p.224|
2|Counterspelling (Rule)|呪文対抗 (ルール) [ 呪文 対抗 ルール]|じゅもんたいこう|4: p.175|4: p.190 / 4A: p.224|
2|Spell Defense|呪文防御 [ 呪文 防御]|じゅもんぼうぎょ|4: p.175|4: p.190 / 4A: p.224|
2|Dispelling Sustained Spell|呪文解除 [ 呪文 解除]|じゅもんかいじょ|4: p.176|4: p.190 / 4A: p.224|
2|Spirits|精霊 [ 精霊]|せいれい|4: p.176|4: p.190 / 4A: p.225|
2|Six Types|基本の精霊6種類 [ 基本 の 精霊 6 種類]|きほんのせいれい6しゅるい|4: p.176|4: p.191 / 4A: p.225|
2|Spirit Forms|精霊の形態 [ 精霊 の 形態]|せいれいのけいたい|4: p.176|4: p.191 / 4A: p.225|
2|Spirit Combat|精霊と戦闘 [ 精霊 と 戦闘]|せいれいとせんとう|4: p.177|4: p.191 / 4A: p.226|
2|Spirit-Summoner Link|精霊と召喚者のリンク [ 精霊 と 召喚者 の リンク]|せいれいとしょうかんしゃのりんく|4: p.177|4: p.192 / 4A: p.226|
2|Spirit Services|精霊の助力 [ 精霊 の 助力]|せいれいのじょりょく|4: p.177|4: p.192 / 4A: p.226|
2|Bound Spirit Services|束縛された精霊の助力 [ 束縛 された 精霊 の 助力]|そくばくされたせいれいのじょりょく|4: p.178|4: p.192 / 4A: p.226|
2|Roleplaying Spirits and Services|精霊のロールプレイングと助力 [ 精霊 の ロールプレイング と 助力]|せいれいのろーるぷれいんぐとじょりょく|4: p.179|4: p.193 / 4A: p.227|
2|Summoning (Rule)|召喚 (ルール) [ 召喚 ルール]|しょうかん|4: p.179|4: p.194 / 4A: p.228|
6|Spirit Services|精霊の助力 [ 精霊 の 助力]|せいれいのじょりょく|4: p.179|4: p.194 / 4A: p.228|
2|Summoning Drain|召喚時のドレイン [ 召喚 時の ドレイン]|しょうかんじのどれいん|4: p.179|4: p.194 / 4A: p.228|
2|Banishing|放逐 (ルール) [ 放逐 ルール]|ほうちく|4: p.180|4: p.194 / 4A: p.228|
2|Binding|束縛 (ルール) [ 束縛 ルール]|そくばく|4: p.180|4: p.194 / 4A: p.229|
2|Rebinding|再束縛 [ 再 束縛]|さいそくばく|4: p.180|4: p.195 / 4A: p.229|
2|Watcher Spirits|ウォッチャー (ルール) [ ウォッチャー ルール]|うぉっちゃー|4: p.181|4: p.195 / 4A: p.229|
2|Summoning Watchers|ウォッチャーを召喚する [ ウォッチャー を 召喚 する]|うぉっちゃーをしょうかんする|4: p.181|4: p.196 / 4A: p.230|
2|Watcher Tasks|ウォッチャーの仕事 [ ウォッチャー の 仕事]|うぉっちゃーのしごと|4: p.181|4: p.196 / 4A: p.230|
2||呪付 (ルール) [ 呪付 ルール]|じゅふ||4A: p.230|
2||収束具式 [ 収束具 式]|しゅうそくぐしき||4A: p.230|
2||テレスマ [ テレスマ]|てれすま||4A: p.231|
2||収束具の作成 [ 収束具 の 作成]|しゅうそくぐのさくせい||4A: p.231|
6||呪付表 [ 呪付 表]|じゅふひょう||4A: p.231|
2|The Astral World|アストラル界 [ アストラル 界]|あすとらるかい|4: p.181|4: p.196 / 4A: p.232|
2|Auras and Astral Forms|オーラとアストラル体 [ オーラ と アストラル体]|おーらとあすとらるたい|4: p.181|4: p.196 / 4A: p.232|
2|Astral Perception (Rule)|アストラル知覚 (ルール) [ アストラル 知覚 ルール]|あすとらるちかく|4: p.182|4: p.196 / 4A: p.232|
6|Assensing Table|霊視表 [ 霊視 表]|れいしひょう|4: p.183|4: p.197 / 4A: p.232|
2|Astral Signatures|霊紋 [ 霊紋]|れいもん|4: p.182|4: p.197 / 4A: p.233|
2|Astral Projection|アストラル投射 [ アストラル 投射]|あすとらるとうしゃ|4: p.183|4: p.198 / 4A: p.233|
2|Astral Movement|アストラル空間での移動 [ アストラル 空間 での 移動]|あすとらるくうかんでのいどう|4: p.183|4: p.198 / 4A: p.233|
6|Astral Attributes|アストラル能力値表 [ アストラル 能力値 表]|あすとらるのうりょくちひょう|4: p.184|4: p.199 / 4A: p.233|
6|Astral Tracking Modifiers|アストラル追跡修正表 [ アストラル 追跡 修正 表]|あすとらるついせきひょう|4: p.184|4: p.199 / 4A: p.234|
6|Astral Combat (Table)|アストラル戦闘表 [ アストラル 戦闘 表]|あすとらるせんとうひょう|4: p.184|4: p.199 / 4A: p.234|
2|Astral Forms|アストラル体 [ アストラル 体]|あすとらるたい|4: p.183|4: p.198 / 4A: p.234|
2|Astral Detection|アストラル体の感知 [ アストラル 体 の 感知]|あすとらるたいのかんち|4: p.184|4: p.199 / 4A: p.234|
2|Manifesting|顕現 [ 顕現]|けんげん|4: p.184|4: p.199 / 4A: p.235|
2|Astral Combat (Rule)|アストラル戦闘 (ルール) [ アストラル 戦闘 ルール]|あすとらるせんとう|4: p.184|4: p.199 / 4A: p.235|
2|Astral Tracking|アストラル 追跡 [ アストラル 追跡]|あすとらるついせき|4: p.185|4: p.200 / 4A: p.235|
2|The Metaplanes|上位次元界 (メタプレーン) [ 上位 次元界 メタ プレーン]|じょういじげんかい|4: p.185|4: p.200 / 4A: p.235|
2|Mana Barriers|マナ障壁 (ルール) [ マナ 障壁 ルール]|まなしょうへき|4: p.185|4: p.200 / 4A: p.235|
2|Mana Lodges|マナ・ロッジ [ マナ ロッジ]|まなろっじ|4: p.185|4: p.200 / 4A: p.236|
2|Wards|結界 (ワード) [ 結界 ワード]|けっかい|4: p.185|4: p.200 / 4A: p.236|
2|Passing Through Barriers|障壁を通過する [ 障壁 を 通過 する]|しょうへきをつうかする|4: p.185|4: p.201 / 4A: p.236|
2||呪文とマナ障壁 [ 呪文 と マナ 障壁]|じゅもんとまなしょうへき||4A: p.236|
2|Adepts (Rule)|アデプト (ルール) [ アデプト ルール]|あでぷと|4: p.186|4: p.202 / 4A: p.237|
2|Mystic Adepts (Rule)|ミスティック・アデプト (ルール) [ ミスティック アデプト ルール]|みすてぃっくあでぷと|4: p.186|4: p.202 / 4A: p.237|
2|Adept Powers|アデプトパワー [ アデプト パワー]|あでぷとぱわー|4: p.187|4: p.202 / 4A: p.237|
2|Astral Perception (Adept Power)|アストラル知覚 (アデプトパワー) [ アストラル 知覚 アデプト パワー]|あすとらるちかく|4: p.187|4: p.202 / 4A: p.237|
2|Improved Sense (Adept Power)|感覚強化 (アデプトパワー) [ 感覚 強化 アデプト パワー]|かんかくきょうか|4: p.188|4: p.202 / 4A: p.237|
2|Kinesics (Adept Power)|キネシクス (アデプトパワー) [ キネシクス アデプト パワー]|きねしくす|4: p.187|4: p.203 / 4A: p.238|
2|Improved Ability (Adept Power)|技能強化 (アデプトパワー) [ 技能 強化 アデプト パワー]|ぎのうきょうか|4: p.187|4: p.203 / 4A: p.238|
2|Critical Strike (Adept Power)|強打 (アデプトパワー) [ 強打 アデプト パワー]|きょうだ|4: p.187|4: p.203 / 4A: p.238|
2|Pain Resistance (Adept Power)|苦痛耐性 (アデプトパワー) [ 苦痛 耐性 アデプト パワー]|くつうたいせい|4: p.188|4: p.203 / 4A: p.238|
2|Rapid Healing (Adept Power)|高速治癒 (アデプトパワー) [ 高速 治癒 アデプト パワー]|こうそくちゆ|4: p.189|4: p.203 / 4A: p.238|
2|Killing Hands (Adept Power)|殺戮の手 (アデプトパワー) [ 殺戮 の 手 アデプト パワー]|さつりくのて|4: p.188|4: p.203 / 4A: p.238|
2|Natural Immunity (Adept Power)|自然耐性 (アデプトパワー) [ 自然 耐性 アデプト パワー]|しぜんたいせい|4: p.188|4: p.203 / 4A: p.238|
2|Spell Resistance (Adept Power)|呪文耐性 (アデプトパワー) [ 呪文 耐性 アデプト パワー]|じゅもんたいせい|4: p.189|4: p.203 / 4A: p.238|
2|Improved Physical Attribute (Adept Power)|身体能力値強化 (アデプトパワー) [ 身体 能力値 強化 アデプト パワー]|しんたいのうりょくちきょうか|4: p.187|4: p.203 / 4A: p.239|
2|Voice Control (Adept Power)|声帯制御 (アデプトパワー) [ 声帯 制御 アデプト パワー]|せいたいせいぎょ|4: p.189|4: p.204 / 4A: p.239|
2|Combat Sense (Adept Power)|戦闘感覚 (アデプトパワー) [ 戦闘 感覚 アデプトパワー]|せんとうかんかく|4: p.187|4: p.204 / 4A: p.239|
2|Great Leap (Adept Power)|大跳躍 (アデプトパワー) [ 大 跳躍 アデプト パワー]|だいちょうやく|4: p.187|4: p.204 / 4A: p.239|
2|Enhanced Perception (Adept Power)|知覚強化 (アデプトパワー) [ 知覚 強化 アデプト パワー]|ちかくきょうか|4: p.187|4: p.204 / 4A: p.239|
2|Attribute Boost (Adept Power)|能力値ブースト (アデプトパワー) [ 能力値 ブースト アデプト パワー]|のうりょくちぶーすと|4: p.187|4: p.204 / 4A: p.239|
2|Improved Reflexes (Adept Power)|反射強化 (アデプトパワー) [ 反射 強化 アデプト パワー]|はんしゃきょうか|4: p.188|4: p.204 / 4A: p.239|
2|Mystic Armor (Adept Power)|魔力装甲 (アデプトパワー) [ 魔力 装甲 アデプト パワー]|まりょくそうこう|4: p.188|4: p.204 / 4A: p.239|
6|Improved Reflexes Cost|反射強化コスト [ 反射 強化 コスト]|はんしゃきょうかこすと|4: p.188|4: p.204 / 4A: p.239|
2|Missile Parry (Adept Power)|矢薙ぎ (アデプトパワー) [ 矢 薙ぎ アデプト パワー]|やなぎ|4: p.188|4: p.204 / 4A: p.240|
2|Initiation|イニシエーション (秘儀参入の儀式) [ イニシエーション 秘儀 参入 の 儀式]|いにしえーしょん|4: p.189|4: p.205 / 4A: p.240|
2|Initiate Powers|イニシエイトのパワー [ イニシエイト の パワー]|いにしえいとのぱわー|4: p.189|4: p.205 / 4A: p.240|
2|Increased Magic|魔力の増加 [ 魔力 の 増加]|まりょくのぞうか|4: p.189|4: p.205 / 4A: p.241|
2|Metaplanar Access|上位次元界へのアクセス [ 上位 次元界 への アクセス]|じょういじげんかいへのあくせす|4: p.189|4: p.205 / 4A: p.241|
2|Metamagic|メタマジック (上位魔法) [ メタ マジック 上位 魔法]|めたまじっく|4: p.189|4: p.205 / 4A: p.241|
2|Foci|収束具 (ルール) [ 収束具 フォーカス ルール]|しゅうそくぐ|4: p.190|4: p.206 / 4A: p.242|
2|Bonding|結合 [ 結合]|けつごう|4: p.191|4: p.206 / 4A: p.242|
6|Focus Bonding Table|収束具結合表 [ 収束具 結合 表]|しゅうそくぐけつごうひょう|4: p.191|4: p.207 / 4A: p.242|
2|Activation|活性化 [ 活性 化]|かっせいか|4: p.191|4: p.207 / 4A: p.242|
2|Spell Foci|呪文収束具 (スペル・フォーカス) [ 呪文 収束具 スペル フォーカス]|じゅもんしゅうそくぐ|4: p.191|4: p.207 / 4A: p.242|
2|Spirit Foci|精霊収束具 (スピリット・フォーカス) [ 精霊 収束具 スピリット フォーカス]|せいれいしゅうそくぐ|4: p.191|4: p.207 / 4A: p.243|
2|Weapon Foci|武器収束具 (ウェポン・フォーカス) [ 武器 収束具 ウェポン フォーカス]|ぶきしゅうそくぐ|4: p.191|4: p.208 / 4A: p.243|
2|Power Foci|魔力収束具 (パワー・フォーカス) [ 魔力 収束具 パワー フォーカス]|まりょくしゅうそくぐ|4: p.192|4: p.208 / 4A: p.243|
2|Mentor Spirits (Rule)|導師精霊 (ルール) [ 導師 精霊 ルール]|どうしせいれい|4: p.192|4: p.208 / 4A: p.243|
2|Roleplaying a Mentor Spirit|導師精霊をロールプレイする [ 導師 精霊 を ロールプレイ する]|どうしせいれいをろーるぷれいする|4: p.192|4: p.208 / 4A: p.243|
2|Mentor Spirit Modifiers|導師精霊修正 [ 導師 精霊 修正]|どうしせいれいしゅうせい|4: p.192|4: p.208 / 4A: p.244|
2|Mentor Spirit Archetypes|導師精霊のアーキタイプ [ 導師 精霊 の アーキ タイプ]|どうしせいれいのあーきたいぷ|4: p.192|4: p.208 / 4A: p.244|
2|Dog (Mentor Spirit)|犬 (導師精霊) [ いぬ イヌ 犬 導師 精霊]|いぬ|4: p.193|4: p.209 / 4A: p.244|
2|Sea (Mentor Spirit)|海 (導師精霊) [ うみ 海 導師 精霊]|うみ|4: p.194|4: p.210 / 4A: p.244|
2|Wolf (Mentor Spirit)|狼 (導師精霊) [ おおかみ オオカミ 狼 導師 精霊]|おおかみ|4: p.194|4: p.211 / 4A: p.245|
2|Wise Warrior (Mentor Spirit)|賢き戦士 (導師精霊) [ 賢き 戦士 導師 精霊]|かしこきせんし|4: p.194|4: p.211 / 4A: p.245|
2|Raven (Mentor Spirit)|鴉 (導師精霊) [ からす カラス 鴉 導師 精霊]|からす|4: p.194|4: p.210 / 4A: p.245|
2|Bear (Mentor Spirit)|熊 (導師精霊) [ くま クマ 熊 導師 精霊]|くま|4: p.192|4: p.209 / 4A: p.245|
2|Shark (Mentor Spirit)|サメ (導師精霊) [ さめ サメ 鮫 導師 精霊]|さめ|4: p.194|4: p.210 / 4A: p.245|
2|Thunderbird (Mentor Spirit)|サンダーバード (導師精霊) [ サンダー バード 導師 精霊]|さんだーばーど|4: p.194|4: p.211 / 4A: p.245|
2|Moon Maiden (Mentor Spirit)|月の乙女 (導師精霊) [ 月 の 乙女 導師 精霊]|つきのおとめ|4: p.193|4: p.210 / 4A: p.245|
2|Trickster (Mentor Spirit)|トリックスター (導師精霊) [ トリック スター 導師 精霊]|とりっくすたー|4: p.194|4: p.211 / 4A: p.246|
2|Cat (Mentor Spirit)|猫 (導師精霊) [ ねこ ネコ 猫 導師 精霊]|ねこ|4: p.192|4: p.209 / 4A: p.246|
2|Rat (Mentor Spirit)|ネズミ (導師精霊) [ ねずみ ネズミ 鼠 導師 精霊]|ねずみ|4: p.193|4: p.210 / 4A: p.246|
2|Fire-Bringer (Mentor Spirit)|火をもたらす者 (導師精霊) [ 火 を もたらす 者 導師 精霊 ファイア ブリンガー ]|ひをもたらすもの|4: p.193|4: p.209 / 4A: p.246|
2|Snake (Mentor Spirit)|蛇 (導師精霊) [ へび ヘビ 蛇 導師 精霊]|へび|4: p.194|4: p.210 / 4A: p.246|
2|Dark King (Mentor Spirit)|冥王 (導師精霊) [ 冥 王 導師 精霊]|めいおう|4: p.193|4: p.209 / 4A: p.246|
2|Mountain (Mentor Spirit)|山 (導師精霊) [ やま 山 導師 精霊]|やま|4: p.193|4: p.210 / 4A: p.246|
2|Seductress (Mentor Spirit)|誘惑する女 (導師精霊) [ 誘惑 する 女 導師 精霊]|ゆうわくするおんな|4: p.194|4: p.210 / 4A: p.246|
2|Dragonslayer (Mentor Spirit)|龍殺しの英雄 (導師精霊) [ 龍 殺し の 英雄 導師 精霊 ドラゴン スレイヤー ]|りゅうごろしのえいゆう|4: p.193|4: p.209 / 4A: p.247|
2|Eagle (Mentor Spirit)|鷲 (導師精霊) [ わし ワシ 鷲 導師 精霊]|わし|4: p.193|4: p.209 / 4A: p.247|
2|Street Grimoire|ストリートの魔道書 [ ストリート の 魔道 書]|すとりーとのまどうしょ|4: p.195|4: p.211 / 4A: p.247|
2|Spell Characteristics|呪文の特性 [ 呪文 の 特性]|じゅもんのとくせい|4: p.195|4: p.211 / 4A: p.247|
2|Combat Spells|戦闘呪文 [ 戦闘 呪文]|せんとうじゅもん|4: p.195|4: p.212 / 4A: p.248|
6|Spell Codes|呪文コード [ 呪文 コード]|じゅもんこーど|4: p.197|4: p.213 / 4A: p.248|
2|Direct Combat Spells|直接戦闘呪文 [ 直接 戦闘 呪文]|ちょくせつせんとうじゅもん|4: p.195|4: p.212 / 4A: p.248|
2|Indirect Combat Spells|間接戦闘呪文 [ 間接 戦闘 呪文]|かんせつせんとうじゅもん|4: p.196|4: p.213 / 4A: p.248|
2|Elemental Effects|元素属性効果 [ 元素 属性 効果]|げんそぞくせいこうか|4: p.196|4: p.213 / 4A: p.249|
2|Acid Stream (Combat Spell)|酸 噴射／アシッド・ストリーム (戦闘呪文) [ 酸 噴射 アシッド ストリーム 戦闘 呪文]|さんふんしゃ|4: p.197|4: p.213 / 4A: p.249|
2|Toxic Wave (Combat Spell)|毒 の 波／トキシック・ウェーブ (戦闘呪文) [ 毒 の 波 トキシック ウェーブ 戦闘 呪文]|どくのなみ|4: p.197|4: p.213 / 4A: p.249|
2|Punch (Combat Spell)|拳打／パンチ (戦闘呪文) [ 拳打 パンチ 戦闘呪文]|けんだ|4: p.197|4: p.214 / 4A: p.249|
2|Clout (Combat Spell)|拳撃／クラウト (戦闘呪文) [ 拳撃 クラウト 戦闘 呪文]|けんげき|4: p.197|4: p.214 / 4A: p.249|
2|Blast (Combat Spell)|爆発／ブラスト (戦闘呪文) [ 爆発 ブラスト 戦闘 呪文]|ばくはつ|4: p.197|4: p.214 / 4A: p.249|
2|Death Touch (Combat Spell)|死神の手／デス・タッチ (戦闘呪文) [ 死神 の 手 デス タッチ 戦闘 呪文]|しにがみのて|4: p.197|4: p.214 / 4A: p.249|
2|Manabolt (Combat Spell)|魔力破／マナボルト (戦闘呪文) [ 魔力 破 マナ ボルト 戦闘 呪文]|まりょくは|4: p.197|4: p.214 / 4A: p.249|
2|Manaball (Combat Spell)|魔力球／マナボール (戦闘呪文) [ 魔力 球 マナ ボール 戦闘 呪文]|まりょくきゅう|4: p.197|4: p.214 / 4A: p.249|
2|Flamethrower (Combat Spell)|火炎放射／フレイムスローワー (戦闘呪文) [ 火炎 放射 フレイム スローワー 戦闘 呪文]|かえんほうしゃ|4: p.197|4: p.214 / 4A: p.250|
2|Fireball (Combat Spell)|火炎球／ファイアボール (戦闘呪文) [ 火炎 球 ファイア ボール 戦闘 呪文]|かえんきゅう|4: p.197|4: p.214 / 4A: p.250|
2|Lightning Bolt (Combat Spell)|雷撃／ライトニング・ボルト (戦闘呪文) [ 雷撃 ライトニング ボルト 戦闘 呪文]|らいげき|4: p.197|4: p.214 / 4A: p.250|
2|Ball Lightning (Combat Spell)|雷球／ボール・ライトニング (戦闘呪文) [ 雷球 ボール ライトニング 戦闘 呪文]|らいきゅう|4: p.197|4: p.214 / 4A: p.250|
2|Sgatter (Combat Spell)|粉砕／シャッター (戦闘呪文) [ 粉砕 シャッター 戦闘 呪文]|ふんさい|4: p.197|4: p.214 / 4A: p.250|
2|Powerbolt (Combat Spell)|理力破／パワーボルト (戦闘呪文) [ 理力 破 パワー ボルト 戦闘 呪文]|りりょくは|4: p.197|4: p.214 / 4A: p.250|
2|Powerball (Combat Spell)|理力球／パワーボール (戦闘呪文) [ 理力 球 パワー ボール 戦闘 呪文]|りりょくきゅう|4: p.197|4: p.214 / 4A: p.250|
2|Knockout (Combat Spell)|昏倒／ノックアウト (戦闘呪文) [ 昏倒 ノック アウト 戦闘 呪文]|こんとう|4: p.197|4: p.214 / 4A: p.250|
2|Stunbolt (Combat Spell)|喪神破／スタンボルト (戦闘呪文) [ 喪神 破 スタン ボルト 戦闘 呪文]|そうしんは|4: p.197|4: p.214 / 4A: p.250|
2|Stanball (Combat Spell)|喪神球／スタンボール (戦闘呪文) [ 喪神 球 スタン ボール 戦闘 呪文]|そうしんきゅう|4: p.197|4: p.214 / 4A: p.251|
2|Detection Spells|探知呪文 [ 探知 呪文]|たんちじゅもん|4: p.197|4: p.214 / 4A: p.251|
2|Active (Detection Spell)|能動探知呪文 [ 能動 探知 呪文]|のうどうたんちじゅもん|4: p.198|4: p.215 / 4A: p.251|
2|Passive (Detection Spell)|受動探知呪文 [ 受動 探知 呪文]|じゅどうたんちじゅもん|4: p.198|4: p.215 / 4A: p.251|
2|Range (Detection Spell)|範囲探知呪文 [ 範囲 探知 呪文]|はんいたんちじゅもん|4: p.198|4: p.215 / 4A: p.251|
2|Analyze Device (Detection Spell)|機器分析／アナライズ・デバイス (探知呪文) [ 機器 分析 アナライズ デバイス 探知 呪文]|ききぶんせき|4: p.198|4: p.215 / 4A: p.251|
2|Analyze Truth (Detection Spell)|真偽分析／アナライズ・トゥルース (探知呪文) [ 真偽 分析 アナライズ トゥルース 探知 呪文]|しんぎぶんせき|4: p.198|4: p.215 / 4A: p.251|
6|Detection Spell Result|探知呪文の結果表 [ 探知 呪文 の 結果 表]|たんちじゅもんのけっかひょう|4: p.198|4: p.215 / 4A: p.251|
2|Clairaudience (Detection Spell)|地獄耳／クレアオーディエンス (探知呪文) [ 地獄 耳 クレア オーディエンス 探知 呪文]|じごくみみ|4: p.198|4: p.215 / 4A: p.252|
2|Clairvoyance (Detection Spell)|千里眼／クレアボヤンス (探知呪文) [ 千里 眼 クレア ボヤンス 探知 呪文]|せんりがん|4: p.198|4: p.216 / 4A: p.252|
2|Combat Sense (Detection Spell)|戦闘感覚／コンバットセンス (探知呪文) [ 戦闘 感覚 コンバット センス 探知 呪文]|せんとうかんかく|4: p.198|4: p.216 / 4A: p.252|
2|Detect Enemies (Detection Spell)|敵探知／ディテクト・エネミー (探知呪文) [ 敵 探知 ディテクト エネミー 探知 呪文]|てきたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect Enemies, Extended (Detection Spell)|広域敵探知／エクステンデッド・ディテクト・エネミー (探知呪文) [ 広域 敵 探知 エクステンデッド ディテクト エネミー 探知 呪文]|こういきてきたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect Individual (Detection Spell)|個人探知／ディテクト・インディヴィデュアル (探知呪文) [ 個人 探知 ディテクト インディヴィデュアル 探知 呪文]|こじんたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect Life (Detection Spell)|生命探知／ディテクト・ライフ (探知呪文) [ 生命 探知 ディテクト ライフ 探知 呪文]|せいめいたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect Life, Extended (Detection Spell)|広域生命探知／エクステンデッド・ディテクト・ライフ (探知呪文) [ 広域 生命 探知 エクステンデッド ディテクト ライフ 探知 呪文]|こういきせいめいたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect [Life Form] (Detection Spell)|［生命体］探知／ディテクト・［ライフフォーム］ (探知呪文) [ 生命体 探知 ディテクト ライフ フォーム 探知 呪文]|せいめいたいたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect [Life Form], Extended (Detection Spell)|広域［生命体］探知／エクステンデッド・ディテクト・［ライフ フォーム］ (探知呪文) [ 広域 生命体 探知 エクステンデッド ディテクト ライフ フォーム 探知 呪文]|こういきせいめいたいたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect Magic (Detection Spell)|魔力探知／ディテクト・マジック (探知呪文) [ 魔力 探知 ディテクト マジック 探知 呪文]|まりょくたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect Magic, Extended (Detection Spell)|広域魔力探知／エクステンデッド・ディテクト・マジック (探知呪文) [ 広域 魔力 探知 エクステンデッド ディテクト マジック 探知 呪文]|こういきまりょくたんち|4: p.199|4: p.216 / 4A: p.252|
2|Detect [Object] (Detection Spell)|［物体］探知／ディテクト・［オブジェクト］ (探知呪文) [ 物体 探知 ディテクト オブジェクト 探知 呪文]|ぶったいたんち|4: p.199|4: p.216 / 4A: p.252|
2|Mindlink (Detection Spell)|精神連結／マインドリンク (探知呪文) [ 精神 連結 マインド リンク 探知 呪文]|せいしんれんけつ|4: p.199|4: p.216 / 4A: p.253|
2|Mind Probe (Detection Spell)|精神探査／マインド・プロープ (探知呪文) [ 精神 探査 マインド プロープ 探知 呪文]|せいしんたんさ|4: p.199|4: p.216 / 4A: p.253|
6|Mind Probe Result|精神探査の結果表 [ 精神 探査 の 結果 表]|せいしんたんさのけっかひょう|4: p.199|4: p.217 / 4A: p.253|
2|Health Spells|身体呪文 [ 身体 呪文]|しんたいじゅもん|4: p.199|4: p.217 / 4A: p.253|
2|Healing Characters with Implants|インプラントを持つキャラクターに対する治癒 [ インプラント を 持つ キャラクター に対する 治癒]|いんぷらんとをもつきゃらくたーにたいするちゆ|4: p.199|4: p.217 / 4A: p.253|
2|Negative Health Spells|負の効果を持つ身体呪文 [ 負 の 効果 を持つ 身体 呪文]|ふのこうかをもつしんたいじゅもん|4: p.199|4: p.217 / 4A: p.253|
2|Antidote (Health Spell)|消毒／アンティドート (身体呪文) [ 消毒 アンティ ドート 身体 呪文]|しょうどく|4: p.199|4: p.217 / 4A: p.253|
2|Cure Disease (Health Spell)|病気治療／キュア・ディジーズ (身体呪文) [ 病気 治療 キュア ディジーズ]|びょうきちりょう|4: p.200|4: p.217 / 4A: p.253|
2|Decrease [Attribute] (Health Spell)|［能力値］減退／デクリース・［アトリビュート］ (身体呪文) [ 能力値 減退 デクリース アトリビュート 身体 呪文]|のうりょくちげんたい|4: p.200|4: p.217 / 4A: p.253|
2|Detox (Health Spell)|解毒／デトックス (身体呪文) [ 解毒 デトックス 身体 呪文]|げどく|4: p.200|4: p.217 / 4A: p.254|
2|Heal (Health Spell)|治癒／ヒール (身体呪文) [ 治癒 ヒール 身体 呪文]|ちゆ|4: p.200|4: p.217 / 4A: p.254|
2|Hibernate (Health Spell)|冬眠／ハイバネイト (身体呪文) [ 冬眠 ハイバネイト 身体 呪文]|とうみん|4: p.200|4: p.218 / 4A: p.254|
2|Increase [Attribute] (Health Spell)|［能力値］増強／インクリース・［アトリビュート］ (身体呪文) [ 能力値 増強 インクリース アトリビュート 身体 呪文]|のうりょくちぞうきょう|4: p.200|4: p.218 / 4A: p.254|
2|Increase Reflexes (Health Spell)|反射増強／インクリース・リフレックス (身体呪文) [ 反射 増強 インクリース リフレックス 身体 呪文]|はんしゃぞうきょう|4: p.200|4: p.218 / 4A: p.254|
2|Oxygenate (Health Spell)|酸素注入／オキシジェネイト (身体呪文) [ 酸素 注入 オキシジェネイト 身体 呪文]|さんそちゅうにゅう|4: p.200|4: p.218 / 4A: p.254|
2|Prophylaxis (Health Spell)|予防／プロフィラキシス (身体呪文) [ 予防 プロフィラキシス 身体 呪文]|よぼう|4: p.200|4: p.218 / 4A: p.254|
2|Resist Pain (Health Spell)|鎮痛／レジスト・ペイン (身体呪文) [ 鎮痛 レジスト ペイン 身体 呪文]|ちんつう|4: p.200|4: p.218 / 4A: p.254|
2|Stabilize (Health Spell)|安定化／スタビライズ (身体呪文) [ 安定 化 スタビライズ 身体 呪文]|あんていか|4: p.201|4: p.218 / 4A: p.255|
2|Illusion Spells|幻影呪文 [ 幻影 呪文]|げんえいじゅもん|4: p.201|4: p.219 / 4A: p.255|
2|Mana Illusions|マナ幻影 [ マナ 幻影]|まなげんえい|4: p.201|4: p.219 / 4A: p.255|
2|Physical Illusions|物理幻影 [ 物理 幻影]|ぶつりげんえい|4: p.201|4: p.219 / 4A: p.255|
2|Confusion (Illusion Spell)|混乱／コンフュージョン (幻影呪文) [ 混乱 コンフュージョン 幻影 呪文]|こんらん|4: p.201|4: p.219 / 4A: p.255|
2|Mass Confusion (Illusion Spell)|集団混乱／マス・コンフュージョン (幻影呪文) [ 集団 混乱 マス コンフュージョン 幻影 呪文]|しゅうだんこんらん|4: p.201|4: p.219 / 4A: p.255|
2|Chaos (Illusion Spell)|混沌／ケイオス (幻影呪文) [ 混沌 ケイオス 幻影 呪文]|こんとん|4: p.201|4: p.219 / 4A: p.255|
